id,name,state,district,latitude,longitude,area_coverage,altitude,description,source,submitted_at,user
244,Velamkolly Nagaraja Temple Kavu,Kerala,trivananthapuram,8.389133,77.006017,14.0,,,approved,,
245,Naga-raja Kshethram Kavu,Kerala,trivananthapuram,8.397483,77.014733,5.0,,,approved,,
246,Kochu Thekkethu Valiya Kavu,Kerala,trivananthapuram,8.390383,77.009817,10.0,,,approved,,
247,Chinnekkal Nagar Kavu,Kerala,trivananthapuram,8.391367,77.008667,8.0,,,approved,,
248,Perayil thamburan kavu,Kerala,trivananthapuram,8.389150,77.004800,8.0,,,approved,,
249,Ooravilakom Kavu,Kerala,trivananthapuram,8.398333,77.012250,25.0,,,approved,,
250,Mekke Poonkulam Devasthanam kavu,Kerala,trivananthapuram,8.434400,77.013733,60.0,,,approved,,
251,Nagaru kavu,Kerala,trivananthapuram,8.553200,76.932083,50.0,,,approved,,
252,Mele kavu,Kerala,trivananthapuram,8.423433,76.967783,40.0,,,approved,,
253,Valiyathottom Bhagavathy kavu,Kerala,trivananthapuram,8.422867,76.972867,32.0,,,approved,,
254,Padayarahan Nagaru Kavu,Kerala,trivananthapuram,8.438600,76.958033,14.0,,,approved,,
255,Nelliyode Sree Bhagavathi kshethra Kavu,Kerala,trivananthapuram,8.451800,76.951517,20.0,,,approved,,
256,Kottuppally Nagar Kavu,Kerala,trivananthapuram,8.455133,76.967233,31.0,,,approved,,
257,Kavuvila Kavu,Kerala,trivananthapuram,8.442667,76.954033,10.0,,,approved,,
258,Kezhanoor Nagaru kavu,Kerala,trivananthapuram,8.478317,76.961017,5.0,,,approved,,
259,Elengam vilakathu Kavu,Kerala,trivananthapuram,8.703650,76.827783,3.0,,,approved,,
260,Irumkulangara Bhagavathi kshethra Kavu,Kerala,trivananthapuram,8.470000,76.944567,60.0,,,approved,,
261,Meloottu Kavu,Kerala,trivananthapuram,8.495050,76.926100,15.0,,,approved,,
262,Madathu vilakom Kavu,Kerala,trivananthapuram,8.480300,76.932367,10.0,,,approved,,
263,Nagaraja Kavu,Kerala,trivananthapuram,8.604417,76.820083,7.0,,,approved,,
264,Moolayil Kavu,Kerala,trivananthapuram,8.678000,76.787700,25.0,,,approved,,
265,Ottaveettil Nagaru kavu,Kerala,trivananthapuram,8.662017,76.783400,25.0,,,approved,,
266,Planthottam Kavu,Kerala,trivananthapuram,9.120067,77.260133,10.0,,,approved,,
267,Ponnamthuruthu kavu,Kerala,trivananthapuram,9.122233,77.259300,10.0,,,approved,,
268,Eliyan vilakom Kavu,Kerala,trivananthapuram,8.702417,76.739417,20.0,,,approved,,
269,Mangattu Madan kavu (I),Kerala,trivananthapuram,8.719567,76.744383,40.0,,,approved,,
270,Mangattu Madan kavu (II),Kerala,trivananthapuram,8.724217,76.734083,20.0,,,approved,,
271,Cherukunnathu kavu,Kerala,trivananthapuram,8.744083,76.725250,150.0,,,approved,,
272,Thoduve Madan Kavu,Kerala,trivananthapuram,8.744283,76.726167,8.0,,,approved,,
273,Mundatil Kavu,Kerala,trivananthapuram,8.738200,76.719767,30.0,,,approved,,
274,Charuvila,Kerala,trivananthapuram,8.737083,76.705583,5.0,,,approved,,
275,Palavvilakom,Kerala,trivananthapuram,8.755450,76.714200,75.0,,,approved,,
276,Chandana kavu,Kerala,trivananthapuram,8.757567,76.710967,20.0,,,approved,,
277,Kuzhyvila Madan,Kerala,trivananthapuram,8.742783,76.717217,10.0,,,approved,,
278,Kavuvila Kavu,Kerala,trivananthapuram,8.730367,76.713967,35.0,,,approved,,
279,Madan nada,Kerala,trivananthapuram,8.730400,76.714933,5.0,,,approved,,
280,Mangattu madan,Kerala,trivananthapuram,8.734100,76.736900,20.0,,,approved,,
281,Sivagiri Madom,Kerala,trivananthapuram,8.739050,76.731867,300.0,,,approved,,
282,Elampana,Kerala,trivananthapuram,8.724733,76.722683,75.0,,,approved,,
283,Thakady Moorthy,Kerala,trivananthapuram,8.766650,76.699817,35.0,,,approved,,
284,Chirayil Bhagavathy,Kerala,trivananthapuram,8.759433,76.695617,10.0,,,approved,,
285,Idayilveedu kavu,Kerala,trivananthapuram,8.759433,76.825867,50.0,,,approved,,
286,Kappil kavu,Kerala,trivananthapuram,8.750483,76.698050,15.0,,,approved,,
287,Sree Kumareswara kavu,Kerala,trivananthapuram,8.758433,76.684017,50.0,,,approved,,
288,Arayasseril kavu,Kerala,kollam,9.063700,76.510100,5.0,,,approved,,
289,Mengayilmekkathil Kavu,Kerala,kollam,9.063550,76.508933,8.0,,,approved,,
290,Shakkthiparampu Kavu,Kerala,kollam,9.063583,76.508317,10.0,,,approved,,
291,Minnamthottil Kshethram Kavu,Kerala,kollam,9.000517,76.528633,5.0,,,approved,,
292,Kallapallikavu,Kerala,kollam,9.002533,76.528000,10.0,,,approved,,
293,MangalathuKavu,Kerala,kollam,9.002183,76.524550,5.0,,,approved,,
294,Palapazhinjiyil Kavu,Kerala,kollam,9.002133,76.542867,8.0,,,approved,,
295,Thenginpallikavu,Kerala,kollam,9.003050,76.540417,5.0,,,approved,,
296,Punthalathukavu (Kudumbha Trust),Kerala,kollam,9.003050,76.538683,7.0,,,approved,,
297,Palottu Kavu,Kerala,kollam,9.008700,76.538017,40.0,,,approved,,
298,VadakkebhahathuKavu,Kerala,kollam,9.008050,76.536583,5.0,,,approved,,
299,MadathilKavu,Kerala,kollam,9.006550,76.534583,10.0,,,approved,,
300,Thazhathukavu,Kerala,kollam,9.048550,76.547383,37.0,,,approved,,
301,Benglawil kavu,Kerala,kollam,9.047633,76.545067,50.0,,,approved,,
302,Manayilkavu,Kerala,kollam,9.013800,76.550133,26.0,,,approved,,
303,Annilazhikathukavu,Kerala,kollam,9.014333,76.553383,43.0,,,approved,,
304,Vadakkumthala panayannar kavu,Kerala,kollam,9.030433,76.550267,70.0,,,approved,,
305,Chengazhakathukavu,Kerala,kollam,9.023600,76.547383,88.0,,,approved,,
306,Kollaka deveekshetra kavu,Kerala,kollam,9.045317,76.544333,17.0,,,approved,,
307,Mukkonathukavu,Kerala,kollam,9.024867,76.540917,60.0,,,approved,,
308,Chavarakkal kavu,Kerala,kollam,9.041517,76.540400,60.0,,,approved,,
309,Kottan Kullangara devishekthrakavu,Kerala,kollam,8.979867,76.535117,5.0,,,approved,,
310,Pattoor Kavu,Kerala,kollam,8.983033,76.556000,62.0,,,approved,,
311,Panachaikkal Kavu,Kerala,kollam,8.984983,76.556000,15.0,,,approved,,
312,KavanalKavu,Kerala,kollam,8.988217,76.546850,20.0,,,approved,,
313,AmmaveettilKavu,Kerala,kollam,8.993850,76.557383,10.0,,,approved,,
314,KannethumKaduKavu,Kerala,kollam,8.979883,76.539400,15.0,,,approved,,
315,Vlakkottu Kudumbhakavu,Kerala,kollam,8.988500,76.537950,6.0,,,approved,,
316,Shivashewkthram Thottadthimadam Kavu,Kerala,kollam,8.948583,76.537233,5.0,,,approved,,
317,Vayalolil Devishekthram,Kerala,kollam,8.948750,76.538333,5.0,,,approved,,
318,Padinjatte veettil Sree Durga Devi Temple Sarpa Kavu,Kerala,kollam,8.858567,76.626633,15.0,,,approved,,
319,Vaalathunkal - Vaalara Kavu,Kerala,kollam,8.862183,76.625217,200.0,,,approved,,
320,Moothedathu Kavu Family Kavu,Kerala,kollam,8.868933,76.637183,18.0,,,approved,,
321,Elanjikkal Kavu Public Committee,Kerala,kollam,8.866283,76.614800,40.0,,,approved,,
322,Vaarazhikathu Kavu Sree Mahaganapathy Temple,Kerala,kollam,8.866317,76.615517,8.0,,,approved,,
323,Thekkevila Thekkubhagam Kalari Moorthy Kavu,Kerala,kollam,8.865450,76.613583,5.0,,,approved,,
324,Kunninmel Kavu,Kerala,kollam,8.859367,76.615617,30.0,,,approved,,
325,Anchayathu Kavu (Madan Kavu),Kerala,kollam,8.865450,76.606183,15.0,,,approved,,
326,Kavadi Kavu Kalari Siva Temple,Kerala,kollam,8.868467,76.603900,64.0,,,approved,,
327,Puthukalil Kavu,Kerala,kollam,8.870800,76.601967,35.0,,,approved,,
328,Ayyappa Temple kavu,Kerala,kollam,8.899983,76.585617,50.0,,,approved,,
329,Kunnathu kavu,Kerala,kollam,8.893050,76.603367,7.0,,,approved,,
330,Kelethu Kavu,Kerala,kollam,8.901967,76.601533,20.0,,,approved,,
331,Uliyakovil Sreedurga bhagavathy temple kavu,Kerala,kollam,8.906333,76.606933,150.0,,,approved,,
332,Kollathamma mahakshethra kavu,Kerala,kollam,8.911333,76.608950,80.0,,,approved,,
333,Kattil Nagarukavu,Kerala,kollam,8.896200,76.576400,10.0,,,approved,,
334,Sree mulankadakam devi temple kavu,Kerala,kollam,8.896867,76.566567,30.0,,,approved,,
335,Naanamacham Veedu kavu,Kerala,kollam,8.892667,76.580700,20.0,,,approved,,
336,Oolayil Madom Kavu,Kerala,kollam,8.897517,76.580033,12.0,,,approved,,
337,Vanadurgadevi temple kavu,Kerala,kollam,8.901867,76.577100,10.0,,,approved,,
338,Kulangara Madankavu,Kerala,kollam,8.842583,76.641100,12.0,,,approved,,
339,Kallumoottil Appoopan Kavu,Kerala,kollam,8.835200,76.655600,5.0,,,approved,,
340,Vaarayil Kavu Sree Muhoorthy Siva Temple,Kerala,kollam,8.851100,76.656300,12.0,,,approved,,
341,Thonnalil Moorthy Temple Kavu,Kerala,kollam,8.852417,76.656683,8.0,,,approved,,
342,Mullukadu Bhagavathy Temple Kavu,Kerala,kollam,8.848067,76.645967,10.0,,,approved,,
343,Vaarissery Kavu,Kerala,kollam,8.860400,76.640500,25.0,,,approved,,
344,Puthicherry Kavu,Kerala,kollam,8.862133,76.640300,40.0,,,approved,,
345,Valiyaveettil Kavu,Kerala,kollam,8.862967,76.655617,10.0,,,approved,,
346,Sree Durgadevi Temple Kavu,Kerala,kollam,8.804250,76.667500,32.0,,,approved,,
347,Puthiyakavu,Kerala,kollam,8.796267,76.666200,47.0,,,approved,,
348,Ollaal Siva Temple Kavu,Kerala,kollam,8.815333,76.675417,52.0,,,approved,,
349,Klavara Kavu,Kerala,kollam,8.815250,76.676767,20.0,,,approved,,
350,Kuzhikarathazham Sree Dharmasastha,Kerala,kollam,8.817400,76.664617,45.0,,,approved,,
351,Ezhiyathu Kavu Durga Devi Temple Kavu,Kerala,kollam,8.807533,76.663733,30.0,,,approved,,
352,Aayiravally Mahadeva Temple Kavu,Kerala,kollam,8.817633,76.681250,100.0,,,approved,,
353,Sree Kadiyathi Appopan Kavu,Kerala,kollam,8.810067,76.700050,5.0,,,approved,,
354,Konathu Kavu,Kerala,kollam,8.816400,76.697733,7.0,,,approved,,
355,Punnekulam Sree Madan Kavu,Kerala,kollam,8.799083,76.706100,50.0,,,approved,,
362,Sree kurayippasseri kshetram vaka kavu,Kerala,alapuzza,9.160028,76.422889,10.0,,,approved,,
363,Mangala kurichikkal mahadevi kshetram kavu,Kerala,alapuzza,9.233333,76.422139,15.0,,,approved,,
364,Kallasseri mangalam edaykka kshetram kavu,Kerala,alapuzza,9.229083,76.422222,10.0,,,approved,,
365,Porkkali sree mahadeva kshetram vaka kavu,Kerala,alapuzza,9.296167,76.392806,15.0,,,approved,,
366,Thrikunna puzha sreedharmmasastha kshetram kavu,Kerala,alapuzza,9.256639,76.409667,10.0,,,approved,,
367,Pulayil thayil sarppa kavu,Kerala,alapuzza,9.248833,76.418306,10.0,,,approved,,
368,Kainasseril kudumba kavu,Kerala,alapuzza,9.271028,76.403389,10.0,,,approved,,
369,Valiyaparmbil devi kshetram kavu,Kerala,alapuzza,9.262444,76.417944,25.0,,,approved,,
370,Thuruthel kudumba kavu,Kerala,alapuzza,9.247444,76.417861,10.0,,,approved,,
372,Pandyalakavu,Kerala,alapuzza,9.353317,76.366767,30.0,,,approved,,
373,Parambil Sree bhagavathi kshetram kavu,Kerala,alapuzza,9.372150,76.358133,5.0,,,approved,,
374,Kizhakkeveettil Kavu,Kerala,alapuzza,9.374950,76.359867,5.0,,,approved,,
375,Thekke Attathu Kavu,Kerala,alapuzza,9.367033,76.360500,15.0,,,approved,,
376,Kavil Siva Nagarajakshetram kavu,Kerala,alapuzza,9.358517,76.364250,10.0,,,approved,,
377,Thamathu tharayil kudumbaskhetram kavu,Kerala,alapuzza,9.343333,76.370550,8.0,,,approved,,
378,Panakktharakavu,Kerala,alapuzza,9.334183,76.378333,8.0,,,approved,,
379,Kunnuthura Sarppakavu,Kerala,alapuzza,9.321567,76.382283,15.0,,,approved,,
380,Payannar kavu devi kshetram,Kerala,alapuzza,9.375817,76.373200,10.0,,,approved,,
382,Ambalapuzha kshetramvaka sarpakavu,Kerala,alapuzza,9.381917,76.369017,60.0,,,approved,,
383,Kizhakkethundathil sarppakavu Pvt,Kerala,alapuzza,9.381150,76.364083,5.0,,,approved,,
384,Keecherikudumbhakavu,Kerala,alapuzza,9.391883,76.359567,4.0,,,approved,,
386,Pazhoor Kavu,Kerala,alapuzza,9.405900,76.357100,8.0,,,approved,,
387,Thekkekudathinkkalkavu,Kerala,alapuzza,9.420967,76.356867,11.0,,,approved,,
388,Mallasserikavu,Kerala,alapuzza,9.387417,76.357233,10.0,,,approved,,
390,Parappil sarppakavu,Kerala,alapuzza,9.434383,76.352383,12.0,,,approved,,
391,Parappil sarppakavu,Kerala,alapuzza,9.432517,76.347317,8.0,,,approved,,
392,Kizhakemundakkadu sarpakavu,Kerala,alapuzza,9.439133,76.349717,5.0,,,approved,,
393,Nandhikkadusarpakkavu,Kerala,alapuzza,9.440767,76.350400,8.0,,,approved,,
394,Puthupurakkal paradevatha,Kerala,alapuzza,9.442400,76.351967,7.0,,,approved,,
395,Thrayilsarpakavu,Kerala,alapuzza,9.441033,76.352883,9.0,,,approved,,
396,Annandhalayamsarpakav u,Kerala,alapuzza,9.439267,76.347750,12.0,,,approved,,
397,KottaramSreedevikavu,Kerala,alapuzza,9.438917,76.351150,5.0,,,approved,,
398,Pathma nivaskavu,Kerala,alapuzza,9.425183,76.348333,15.0,,,approved,,
400,Chiramel Sarppakavu,Kerala,alapuzza,9.525250,76.348467,13.0,,,approved,,
401,Vailoppilli Illam Nagarajakavu,Kerala,alapuzza,9.523800,76.349400,10.0,,,approved,,
402,Tharayil Sarppakavu Kudumbam,Kerala,alapuzza,9.524233,76.338417,6.0,,,approved,,
403,Vadikattusarppakavu,Kerala,alapuzza,9.513317,76.332367,10.0,,,approved,,
404,Valiyaparambu sree bhoothakala Nagayakshi kavu,Kerala,alapuzza,9.519367,76.346633,14.0,,,approved,,
405,Varyammurikaarikal Sarppasanketham,Kerala,alapuzza,9.520517,76.348483,80.0,,,approved,,
406,Edavazhikkal Kovilakam Kavu Kudumbam,Kerala,alapuzza,9.522317,76.352133,10.0,,,approved,,
407,Kuruvikkal Sarppakavu,Kerala,alapuzza,9.518483,76.349567,10.0,,,approved,,
408,Kalarikkal Kavu,Kerala,alapuzza,9.517967,76.342550,7.0,,,approved,,
409,Theerthasseril Devi kshertakavu,Kerala,alapuzza,9.519967,76.322733,40.0,,,approved,,
410,Mangalathukavu,Kerala,alapuzza,9.513350,76.320133,8.0,,,approved,,
411,Kunnumelparambu Kavu,Kerala,alapuzza,9.506450,76.339217,173.0,,,approved,,
412,PananvelilKudumbhakavu,Kerala,alapuzza,9.511767,76.343617,19.0,,,approved,,
413,Vinayakkakovilsarpakavu,Kerala,alapuzza,9.515633,76.314417,10.0,,,approved,,
414,Manjadiparambu Sarppakavu,Kerala,alapuzza,9.489500,76.347283,5.0,,,approved,,
415,Puthenmadhom kavu Kudumbakavu,Kerala,alapuzza,9.497350,76.346283,5.0,,,approved,,
416,Punnakkalkavu Kudumbakavu,Kerala,alapuzza,9.484333,76.333217,25.0,,,approved,,
417,Angiliparambhukavu K,Kerala,alapuzza,9.474450,76.332633,35.0,,,approved,,
418,Maruthambikkal Mukhyakavu,Kerala,alapuzza,9.470933,76.333633,15.0,,,approved,,
419,Chakkuparambil kavu,Kerala,alapuzza,9.477550,76.343750,6.0,,,approved,,
420,Valathattu kavu,Kerala,alapuzza,9.482417,76.346933,5.0,,,approved,,
422,Pathiyilpazhoormananaga rkavu,Kerala,alapuzza,9.456450,76.348400,5.0,,,approved,,
423,Karivellilsreebhadhirasarp aks hethram,Kerala,alapuzza,9.449383,76.344967,9.0,,,approved,,
425,Padippurakkal Kavu,Kerala,alapuzza,9.541983,76.339800,15.0,,,approved,,
426,Padipurakkal sree nagarajakshetram kavu,Kerala,alapuzza,9.535433,76.340433,11.0,,,approved,,
427,Valayamchirayil Sree sarppadharma deivaksherakavu,Kerala,alapuzza,9.541900,76.339800,9.0,,,approved,,
428,Kalikattu kavu,Kerala,alapuzza,9.534067,76.349350,24.0,,,approved,,
429,Valnjavazhikal Nalamadhom kshetakavu,Kerala,alapuzza,9.539250,76.329700,12.0,,,approved,,
430,Vadakkalisseril Sree bhoothakala nagyakshi Bhagavathi kshetram,Kerala,alapuzza,9.522667,76.319317,33.0,,,approved,,
432,Muzhungayil Sarppakavu,Kerala,alapuzza,9.540650,76.317517,5.0,,,approved,,
433,Thekkumthalakkal Kavu,Kerala,alapuzza,9.552300,76.315350,10.0,,,approved,,
434,Neythalil chiraparambil kavu,Kerala,alapuzza,9.543767,76.312550,10.0,,,approved,,
435,Asariparambu Sarppakavu,Kerala,alapuzza,9.559383,76.323800,19.0,,,approved,,
436,Anjilichuvattil Sreebalabhadradevikshet ram kavu,Kerala,alapuzza,9.534217,76.321383,35.0,,,approved,,
437,Vadakkethalakkal Sreenagarajakshetramkavu,Kerala,alapuzza,9.535717,76.321717,218.0,,,approved,,
438,Vadakkethalaykkal thayyil Sree nagarajakshetram kavu,Kerala,alapuzza,9.541100,76.319433,40.0,,,approved,,
439,Vadakkethalaykkal Thayyil Kavu,Kerala,alapuzza,9.541533,76.319183,40.0,,,approved,,
440,Vadakkethalaykkal thayyal vadakkekuttu kavu,Kerala,alapuzza,9.542467,76.318900,12.0,,,approved,,
441,Vadakkethalaykkal velikkakathu,Kerala,alapuzza,9.542467,76.318900,30.0,,,approved,,
442,Vadakkethalakkal Karingattukuzhikavu,Kerala,alapuzza,9.542267,76.323317,30.0,,,approved,,
443,Velikkakathu Nagarajakavu Kudumbam,Kerala,alapuzza,9.543933,76.323550,11.0,,,approved,,
444,Madhathil Durga bhadrakali kshetramkavu,Kerala,alapuzza,9.546467,76.315200,10.0,,,approved,,
445,Chirayil Sarppakavu Kudumbam,Kerala,alapuzza,9.552283,76.320483,8.0,,,approved,,
446,Karumbikavu,Kerala,Alapuzza,9.545950,76.318867,10.0,,,approved,,
447,Kaduvettiyil kavu,Kerala,Alapuzza,9.551817,76.315383,15.0,,,approved,,
449,Aachimankavu,Kerala,Alapuzza,9.626783,76.311233,8.0,,,approved,,
450,Karukambarambil Kavu,Kerala,Alapuzza,9.626567,76.308883,10.0,,,approved,,
451,Annapoornneswari kshetram,Kerala,Alapuzza,9.629267,76.310817,30.0,,,approved,,
452,Kadathanathukavu,Kerala,Alapuzza,9.629267,76.310817,10.0,,,approved,,
453,Kadathanathukavu,Kerala,Alapuzza,9.627650,76.310217,10.0,,,approved,,
454,Lahayil Kavu,Kerala,Alapuzza,9.620333,76.318650,10.0,,,approved,,
455,Manathamparambu,Kerala,Alapuzza,9.624167,76.318933,10.0,,,approved,,
456,Malayekkal Kudumbakshetram,Kerala,Alapuzza,9.606767,76.318550,30.0,,,approved,,
457,Chakkanattu Bhoothakala nagayakshi kshethram,Kerala,Alapuzza,9.609517,76.319550,40.0,,,approved,,
458,Pooppallikavu,Kerala,Alapuzza,9.610150,76.318283,10.0,,,approved,,
459,Asariparambu kudumbakavu,Kerala,Alapuzza,9.609267,76.315533,10.0,,,approved,,
460,Edathara kudumbakavu,Kerala,Alapuzza,9.623017,76.328017,10.0,,,approved,,
461,Arasseri Mangalam,Kerala,Alapuzza,9.615333,76.318767,10.0,,,approved,,
463,Kalappuraykkal Kudumba,Kerala,Alapuzza,9.610383,76.315167,10.0,,,approved,,
464,Mallikkattukavu,Kerala,Alapuzza,9.613133,76.310150,10.0,,,approved,,
465,Pallikkavu,Kerala,Alapuzza,9.624417,76.315633,10.0,,,approved,,
466,Kavaratikavu,Kerala,Alapuzza,9.630200,76.305217,10.0,,,approved,,
467,Kolathuvellikavu,Kerala,Alapuzza,9.641700,76.314200,30.0,,,approved,,
468,Adakkuzhikkattu Kootukudumba yogam kavu I,Kerala,Alapuzza,9.635817,76.312583,15.0,,,approved,,
469,Adakkuzhikkattu Kootukudumba yogam kavu II,Kerala,Alapuzza,9.636267,76.313033,15.0,,,approved,,
470,Adakkuzhikkattu Kootukudumba yogam kavu III,Kerala,Alapuzza,9.636733,76.313067,30.0,,,approved,,
471,Attakkuzhikkadu koottukudumbayogam IV,Kerala,Alapuzza,9.637067,76.300000,25.0,,,approved,,
472,Kodumgalam,Kerala,Alapuzza,9.640167,76.309450,30.0,,,approved,,
473,Aramuriyil kavu,Kerala,Alapuzza,9.637950,76.309800,25.0,,,approved,,
474,Prasannalayam kavu,Kerala,Alapuzza,9.616667,76.316667,40.0,,,approved,,
475,Kumbhampallil kavu,Kerala,Alapuzza,9.616667,76.300000,10.0,,,approved,,
476,Kulakkattu sarppalayam,Kerala,Alapuzza,9.616667,76.316667,20.0,,,approved,,
477,Karikkal kavu,Kerala,Alapuzza,9.600000,76.300000,15.0,,,approved,,
478,Thekke menam parambhu kavu,Kerala,Alapuzza,9.616667,76.300000,25.0,,,approved,,
479,Menam parambhil kavu,Kerala,Alapuzza,9.616667,76.300000,10.0,,,approved,,
480,Valiyakaryattu kavu,Kerala,Alapuzza,9.616667,76.300000,75.0,,,approved,,
481,Vazhvelil kavu,Kerala,alapuzza,9.616667,76.300000,10.0,,,approved,,
483,Vediyathukavu,Kerala,alapuzza,9.616667,76.300000,20.0,,,approved,,
484,Kizhakkevadasseril,Kerala,alapuzza,9.607083,76.311833,10.0,,,approved,,
485,Chettikkattu kavu,Kerala,alapuzza,9.606833,76.311217,10.0,,,approved,,
486,Aambadi,Kerala,alapuzza,9.608933,76.310017,15.0,,,approved,,
488,Maniyapozhayil,Kerala,alapuzza,9.608400,76.310083,10.0,,,approved,,
489,Maniyapozhayil,Kerala,alapuzza,9.608183,76.309933,10.0,,,approved,,
490,Chettikkattu Kudumbakav,Kerala,alapuzza,9.608133,76.309833,40.0,,,approved,,
491,Veliyanganadu kavu,Kerala,alapuzza,9.626050,76.311717,15.0,,,approved,,
492,Munduparambu Kavu,Kerala,alapuzza,9.625167,76.312250,15.0,,,approved,,
493,Chettikkattu kavu,Kerala,alapuzza,9.607417,76.307783,30.0,,,approved,,
494,Anjuparambil sarppakavu,Kerala,alapuzza,9.614117,76.305183,10.0,,,approved,,
495,Kootunkal Sarppakavu,Kerala,alapuzza,9.613067,76.305233,10.0,,,approved,,
496,Maniyapozhikavu,Kerala,alapuzza,9.608783,76.309083,10.0,,,approved,,
497,Devaswam Thyyil kavu I,Kerala,alapuzza,9.615050,76.310850,10.0,,,approved,,
498,Devaswam Thayyil Kavu II,Kerala,alapuzza,9.615017,76.311100,10.0,,,approved,,
500,Changaparambu Kudumbadevi kshetram,Kerala,alapuzza,9.675867,76.302200,10.0,,,approved,,
501,Thenathukavu,Kerala,alapuzza,9.650200,76.311433,30.0,,,approved,,
502,Kollammaparambu Sarppakavu,Kerala,alapuzza,9.645783,76.308167,10.0,,,approved,,
503,Karuvayil Devaswam Kshetra kavu,Kerala,alapuzza,9.650000,76.316667,15.0,,,approved,,
504,Kalathil Kudumbakshetrakavu,Kerala,alapuzza,9.651639,76.323500,18.0,,,approved,,
505,Koannaamkadu Sree mahavishnu kshetrakavu,Kerala,alapuzza,9.646833,76.310167,20.0,,,approved,,
506,Kuttikkattumadam kshetramkavu,Kerala,alapuzza,9.648778,76.300000,60.0,,,approved,,
507,Kaaraalanchirakavu,Kerala,alapuzza,9.651278,76.308472,15.0,,,approved,,
508,Areeparambathu madhom,Kerala,alapuzza,9.655361,76.315417,10.0,,,approved,,
509,Manayathu Sarppa Paradevatha kshetrakavu,Kerala,alapuzza,9.667083,76.326750,16.0,,,approved,,
510,Kadavil Sarppakavu,Kerala,alapuzza,9.656750,76.314861,10.0,,,approved,,
511,Punnavelil Sarppakavu,Kerala,alapuzza,9.657306,76.324750,10.0,,,approved,,
512,Puthezhathukavu,Kerala,alapuzza,9.666917,76.330139,20.0,,,approved,,
513,Pullayil Illam Kavu,Kerala,alapuzza,9.668861,76.328583,20.0,,,approved,,
514,Vettathuvelikavu,Kerala,alapuzza,9.652444,76.327750,10.0,,,approved,,
515,Thayyil Kalarikavu,Kerala,alapuzza,9.648444,76.319417,100.0,,,approved,,
516,Chethikkattu Kavu,Kerala,alapuzza,9.652222,76.319750,30.0,,,approved,,
518,Therakattu sarppakavu,Kerala,alapuzza,9.693083,76.300224,30.0,,,approved,,
519,Chennothara Sarppakavu,Kerala,alapuzza,9.695967,76.305933,10.0,,,approved,,
520,Etty Achudhankavu,Kerala,alapuzza,9.683333,76.300000,26.0,,,approved,,
521,Vazhatharakavu,Kerala,alapuzza,9.683333,76.300000,10.0,,,approved,,
522,Sree Krishna swamy kshethram Maraam veetilkavu,Kerala,alapuzza,9.683333,76.300000,24.0,,,approved,,
523,Eriyaparambilkavu,Kerala,alapuzza,9.683333,76.300000,15.0,,,approved,,
524,Chadayan kadu,Kerala,alapuzza,9.683333,76.300000,26.0,,,approved,,
525,Kuruppumparambu kavu,Kerala,alapuzza,9.683333,76.300000,22.0,,,approved,,
526,Kochanikadu sarppakavu,Kerala,alapuzza,9.683333,76.300000,18.0,,,approved,,
527,Panaikkal kshethram kavu,Kerala,alapuzza,9.683333,76.283333,74.0,,,approved,,
528,Kochupadathuparambhuk avu,Kerala,alapuzza,9.700000,76.300000,15.0,,,approved,,
529,Thottungal kavu,Kerala,alapuzza,9.683333,76.300000,60.0,,,approved,,
530,Thachuparambhu kshhethram kavu,Kerala,alapuzza,9.683333,76.300000,100.0,,,approved,,
531,Maliyekkal parambhu,Kerala,alapuzza,9.700000,76.283333,15.0,,,approved,,
532,Kalavanchira sarppakavu,Kerala,alapuzza,9.700000,76.300000,10.0,,,approved,,
533,Kochumatom Kudunba kshethr kavu,Kerala,alapuzza,9.683333,76.300000,10.0,,,approved,,
535,Kaithakkattukavu,Kerala,alapuzza,9.700000,76.300000,15.0,,,approved,,
536,Kollelil kudumbakavu,Kerala,alapuzza,9.700000,76.300000,10.0,,,approved,,
537,Mariyathukavu,Kerala,alapuzza,9.700000,76.300000,12.0,,,approved,,
538,Vadakkeveettilkavu,Kerala,alapuzza,9.716667,76.283333,15.0,,,approved,,
540,Pallikkalarppadaivasanketham,Kerala,alapuzza,9.716667,76.283333,10.0,,,approved,,
541,Nulayakkadukshetravum kavum,Kerala,alapuzza,9.700000,76.300000,40.0,,,approved,,
542,Kudavanthumtharakavu,Kerala,alapuzza,9.733333,76.300000,10.0,,,approved,,
543,Veliparambu kavu,Kerala,alapuzza,9.721583,76.309900,12.0,,,approved,,
544,Nikarthil Sarppa daivakudumbayogam,Kerala,alapuzza,9.717700,76.308067,10.0,,,approved,,
545,Karukasserimadhom,Kerala,alapuzza,9.712167,76.309117,10.0,,,approved,,
546,Ayyanadukudumbaskhetram,Kerala,alapuzza,9.700000,76.300000,14.0,,,approved,,
547,Chathakkeri khandakarnnakshetram,Kerala,alapuzza,9.700000,76.300000,15.0,,,approved,,
548,Koottunkalkavu,Kerala,alapuzza,9.700000,76.300000,40.0,,,approved,,
549,Vadakke Arakkal,Kerala,alapuzza,9.716667,76.283333,15.0,,,approved,,
550,Thekke Araykkal,Kerala,alapuzza,9.716667,76.283333,20.0,,,approved,,
551,Kizhakke konattusseri kavu,Kerala,alapuzza,9.700000,76.300000,40.0,,,approved,,
552,Sastharasarppakavu,Kerala,alapuzza,9.733333,76.300000,20.0,,,approved,,
